min_y,min_x,max_y,max_x
1617,8264,1646,8293
3970,16286,3999,16315
2812,14106,2841,14135
2037,10898,2066,10927
5625,6161,5654,6190
2737,1298,2766,1327
3630,4745,3659,4774
2263,14503,2292,14532
1915,2119,1944,2148
12631,10763,12660,10792
4052,5351,4081,5380
790,16021,819,16050
11098,12001,11127,12030
6945,6285,6974,6314
15402,12412,15431,12441
6086,13244,6115,13273
3000,14993,3029,15022
16197,6992,16226,7021
9632,15226,9661,15255
11521,4414,11550,4443
5478,8471,5507,8500
10744,5164,10773,5193
14697,544,14726,573
13709,11263,13738,11292
13263,10655,13292,10684
9124,14954,9153,14983
6637,3684,6666,3713
13936,6571,13965,6600
11796,1483,11825,1512
6739,4936,6768,4965
9558,1250,9587,1279
13946,331,13975,360
9142,9574,9171,9603
15912,4082,15941,4111
5303,13691,5332,13720
9018,7064,9047,7093
13364,6477,13393,6506
15975,12163,16004,12192
10074,4810,10103,4839
12418,15899,12447,15928
10148,4865,10177,4894
12236,12006,12265,12035
7840,9351,7869,9380
15031,8522,15060,8551
1578,13767,1607,13796
11180,13775,11209,13804
13398,388,13427,417
7352,12080,7381,12109
5490,6583,5519,6612
3051,6537,3080,6566
6194,719,6223,748
14606,8853,14635,8882
11393,8936,11422,8965
15597,1775,15626,1804
3280,1919,3309,1948
15529,6226,15558,6255
14287,3441,14316,3470
3459,15983,3488,16012
16161,6843,16190,6872
12678,2285,12707,2314
3216,6475,3245,6504
8936,11813,8965,11842
13504,12830,13533,12859
3406,10411,3435,10440
759,2619,788,2648
15465,8317,15494,8346
14067,2321,14096,2350
5395,14279,5424,14308
13083,11487,13112,11516
8921,7641,8950,7670
5430,15987,5459,16016
10826,9501,10855,9530
12826,8691,12855,8720
12966,10908,12995,10937
7346,13535,7375,13564
15122,11262,15151,11291
4734,4933,4763,4962
2489,2162,2518,2191
11552,2158,11581,2187
4845,399,4874,428
4125,13338,4154,13367
5137,5515,5166,5544
8632,7958,8661,7987
2904,13065,2933,13094
4489,5388,4518,5417
14606,3234,14635,3263
10690,10775,10719,10804
2316,15441,2345,15470
15301,3789,15330,3818
141,6031,170,6060
4436,98,4465,127
5489,13559,5518,13588
5115,16030,5144,16059
10890,12050,10919,12079
7587,745,7616,774
14596,12329,14625,12358
570,13146,599,13175
9205,2177,9234,2206
1301,10817,1330,10846
11663,13612,11692,13641
3331,3402,3360,3431
10626,13687,10655,13716
12948,4882,12977,4911
2038,149,2067,178
9440,13962,9469,13991
11136,1930,11165,1959
9643,14343,9672,14372
7215,12457,7244,12486
2609,2873,2638,2902
6552,3959,6581,3988
13660,8097,13689,8126
3824,5163,3853,5192
6018,6880,6047,6909
5582,2998,5611,3027
11933,10549,11962,10578
7797,2369,7826,2398
595,10280,624,10309
9140,3426,9169,3455
16301,11358,16330,11387
10509,5875,10538,5904
1162,12858,1191,12887
3090,7576,3119,7605
2659,9606,2688,9635
13957,13319,13986,13348
8497,11333,8526,11362
1324,14075,1353,14104
8601,3688,8630,3717
16190,6062,16219,6091
3304,10774,3333,10803
11868,1762,11897,1791
16129,9017,16158,9046
2823,1588,2852,1617
6365,12371,6394,12400
14513,13468,14542,13497
9782,14203,9811,14232
14637,11598,14666,11627
2434,5240,2463,5269
14326,643,14355,672
11574,13385,11603,13414
4825,9993,4854,10022
9216,6906,9245,6935
3522,8006,3551,8035
3664,5587,3693,5616
8059,13390,8088,13419
11245,15246,11274,15275
9289,5176,9318,5205
12169,8576,12198,8605
1428,4908,1457,4937
1732,5772,1761,5801
2507,6984,2536,7013
6579,6166,6608,6195
13850,15828,13879,15857
11856,13420,11885,13449
8376,1062,8405,1091
1744,10208,1773,10237
9207,8693,9236,8722
5906,10753,5935,10782
10704,7247,10733,7276
6138,2501,6167,2530
13030,1879,13059,1908
3929,2850,3958,2879
10150,7840,10179,7869
14703,4063,14732,4092
7281,13228,7310,13257
9411,12561,9440,12590
3721,15799,3750,15828
5442,3392,5471,3421
16107,141,16136,170
3391,4649,3420,4678
13553,12377,13582,12406
7264,13298,7293,13327
2049,3322,2078,3351
8261,3984,8290,4013
15473,2425,15502,2454
7733,9366,7762,9395
13635,1356,13664,1385
9269,11032,9298,11061
14965,12527,14994,12556
7357,1307,7386,1336
5155,11860,5184,11889
4422,3029,4451,3058
11796,3095,11825,3124
12423,10891,12452,10920
2835,4533,2864,4562
10285,3863,10314,3892
175,5161,204,5190
12859,12740,12888,12769
15653,6570,15682,6599
8094,14785,8123,14814
3835,14687,3864,14716
7914,1319,7943,1348
11158,1779,11187,1808
5959,5507,5988,5536
10743,9452,10772,9481
1747,1765,1776,1794
11797,12838,11826,12867
4776,11203,4805,11232
5305,9956,5334,9985
3743,7286,3772,7315
6855,3388,6884,3417
3977,10242,4006,10271
10309,6231,10338,6260
841,13174,870,13203
15075,12892,15104,12921
13747,5495,13776,5524
5564,8561,5593,8590
10863,2873,10892,2902
11095,11810,11124,11839
3704,9742,3733,9771
15357,6049,15386,6078
1943,4283,1972,4312
6483,12696,6512,12725
8927,10038,8956,10067
6910,9371,6939,9400
9507,8183,9536,8212
7671,8766,7700,8795
1510,6210,1539,6239
10980,1515,11009,1544
8769,5563,8798,5592
1604,10075,1633,10104
83,10927,112,10956
9925,9536,9954,9565
14229,11399,14258,11428
7293,4379,7322,4408
472,480,501,509
9414,12278,9443,12307
2835,13558,2864,13587
16326,7134,16355,7163
1316,11766,1345,11795
7909,8839,7938,8868
15098,11896,15127,11925
11931,7104,11960,7133
1486,5688,1515,5717
2669,8525,2698,8554
4617,9474,4646,9503
8375,11836,8404,11865
8534,11906,8563,11935
7130,10143,7159,10172
8789,13394,8818,13423
2057,606,2086,635
15328,835,15357,864
10671,8818,10700,8847
15884,14520,15913,14549
3178,2138,3207,2167
2577,7173,2606,7202
4923,4054,4952,4083
220,8900,249,8929
3550,2216,3579,2245
8064,8026,8093,8055
15787,455,15816,484
12820,10864,12849,10893
11501,2252,11530,2281
1772,11329,1801,11358
10676,10397,10705,10426
649,4960,678,4989
14290,13024,14319,13053
15283,15868,15312,15897
425,14142,454,14171
15156,2761,15185,2790
12094,3962,12123,3991
5702,1190,5731,1219
7669,10313,7698,10342
4235,12977,4264,13006
11725,4053,11754,4082
13448,7248,13477,7277
836,2221,865,2250
2900,3355,2929,3384
11162,1545,11191,1574
8313,14160,8342,14189
11227,9347,11256,9376
11514,8596,11543,8625
9665,3956,9694,3985
4849,15587,4878,15616
14251,16323,14280,16352
4325,943,4354,972
221,8449,250,8478
12243,2639,12272,2668
13359,2623,13388,2652
2226,1603,2255,1632
11648,15920,11677,15949
2477,6172,2506,6201
690,9362,719,9391
7024,3255,7053,3284
1744,10274,1773,10303
4165,5911,4194,5940
2534,8516,2563,8545
8836,2308,8865,2337
15956,6689,15985,6718
1534,10404,1563,10433
12037,2589,12066,2618
12282,5778,12311,5807
11998,4324,12027,4353
3044,8980,3073,9009
9593,9982,9622,10011
10079,5675,10108,5704
9384,12644,9413,12673
1726,994,1755,1023
11018,9382,11047,9411
1845,5303,1874,5332
7765,12952,7794,12981
10915,12416,10944,12445
7468,3212,7497,3241
2101,8265,2130,8294
8526,5282,8555,5311
6037,3038,6066,3067
12687,15708,12716,15737
12479,2395,12508,2424
7272,15641,7301,15670
14305,4773,14334,4802
2280,4294,2309,4323
7695,13022,7724,13051
11940,788,11969,817
6542,8534,6571,8563
9642,14504,9671,14533
7685,8659,7714,8688
14088,14331,14117,14360
15825,5716,15854,5745
2475,16260,2504,16289
1858,10828,1887,10857
3981,6329,4010,6358
13748,9992,13777,10021
8790,5801,8819,5830
12118,2331,12147,2360
7981,1911,8010,1940
16044,7783,16073,7812
11281,14917,11310,14946
1978,94,2007,123
7380,9590,7409,9619
554,15324,583,15353
13409,5099,13438,5128
8884,3830,8913,3859
4120,7694,4149,7723
1201,13322,1230,13351
5653,13469,5682,13498
4779,524,4808,553
16271,3452,16300,3481
5596,15760,5625,15789
1209,3845,1238,3874
15228,65,15257,94
15435,11345,15464,11374
3607,3164,3636,3193
2692,1504,2721,1533
1,3278,30,3307
15779,3518,15808,3547
9884,14881,9913,14910
3352,10374,3381,10403
1704,1313,1731,1342
9289,2039,9318,2068
14328,3491,14357,3520
10306,14969,10335,14998
16272,12292,16301,12321
3050,10754,3079,10783
7047,15585,7076,15614
6972,11813,7001,11842
1815,16301,1844,16330
2366,7930,2395,7959
4442,5686,4471,5715
15430,4036,15459,4065
4645,6218,4674,6247
6656,597,6685,626
6971,6226,7000,6255
13728,6061,13757,6090
3888,13463,3917,13492
5045,8965,5074,8994
9938,14848,9967,14877
3123,11391,3152,11420
10176,3322,10205,3351
16010,8574,16039,8603
5902,14521,5931,14550
10801,650,10830,679
14203,100,14232,129
6675,14651,6704,14680
12865,5523,12894,5552
13433,2900,13462,2929
6576,4094,6605,4123
8176,9701,8205,9730
8785,8178,8814,8207
2548,3296,2577,3325
14984,5391,15013,5420
6396,8648,6425,8677
14715,13140,14744,13169
4814,8620,4843,8649
7546,11737,7575,11766
7821,2089,7850,2118
5837,11433,5866,11462
7725,13874,7754,13903
10007,7542,10036,7571
11985,51,12014,80
3220,5083,3249,5112
276,7657,305,7683
14330,69,14359,98
14651,4648,14680,4677
13203,15623,13232,15652
1306,942,1335,971
12272,11266,12301,11295
15297,12662,15326,12691
11782,881,11811,910
15467,537,15496,566
7216,9066,7245,9095
7885,14518,7914,14544
9847,11411,9876,11440
4504,8020,4533,8049
2558,11322,2587,11351
13875,2304,13904,2333
14654,16013,14683,16042
3440,5751,3469,5780
6147,666,6176,695
10857,12782,10886,12811
10656,10790,10685,10819
4898,1345,4927,1374
13370,3369,13399,3398
5294,9190,5323,9219
5918,6343,5947,6372
13255,830,13284,859
15629,1050,15658,1079
8210,9257,8239,9286
1237,14471,1266,14500
3582,6810,3611,6839
16061,1713,16088,1742
9911,7334,9940,7363
3937,3359,3966,3388
12793,607,12822,636
4433,15560,4462,15589
303,11519,332,11548
750,7383,779,7412
7865,11654,7894,11683
105,13489,134,13518
14714,12605,14743,12634
4658,12419,4687,12448
4677,15476,4706,15505
7876,6079,7905,6108
2762,525,2791,554
12215,3794,12244,3823
5753,14982,5782,15011
7104,8371,7133,8400
10435,9647,10464,9676
10485,15558,10514,15587
15615,3602,15644,3631
15213,14158,15242,14187
13653,10135,13682,10164
9671,4248,9700,4277
697,2533,726,2562
10383,3334,10412,3363
5994,15653,6023,15682
10528,8719,10557,8748
9283,2547,9312,2576
1060,1156,1089,1185
1536,13739,1565,13768
8346,9906,8375,9935
13753,15039,13782,15068
1688,12267,1717,12296
107,4747,136,4776
11269,7093,11298,7122
8303,10791,8332,10820
13847,5675,13876,5704
3749,8365,3778,8394
15075,11208,15104,11237
4286,7774,4315,7803
8040,2954,8069,2983
7781,3170,7810,3199
9412,6070,9441,6099
946,6412,975,6441
13476,12021,13505,12050
11961,10774,11990,10802
1316,2135,1345,2164
15600,13275,15629,13304
2764,1754,2793,1783
2656,684,2685,713
13023,13690,13052,13719
13782,12911,13811,12940
14744,14169,14773,14198
312,6532,341,6561
14724,3509,14753,3538
14423,1192,14452,1221
6443,9641,6472,9670
1621,3375,1650,3404
9896,5595,9925,5624
6859,14523,6888,14552
176,6350,205,6379
8672,7432,8701,7461
16317,12130,16346,12159
1102,9384,1131,9413
11389,3989,11418,4018
2197,15428,2226,15457
9833,8817,9862,8846
13446,7931,13475,7960
2147,5283,2176,5312
10186,7335,10215,7364
10505,5680,10534,5709
14065,15358,14094,15387
14308,5550,14337,5579
13883,10042,13912,10071
8781,5032,8810,5061
6589,7222,6618,7251
13486,15704,13515,15733
2251,4535,2280,4564
12298,13566,12327,13595
13455,3150,13484,3179
11657,13692,11686,13721
12143,12309,12172,12338
14904,11070,14933,11099
6786,9689,6815,9718
8221,15407,8250,15436
12711,12185,12740,12214
2591,14662,2620,14691
11292,14661,11321,14690
14122,9209,14151,9238
1202,4436,1231,4465
11707,6465,11736,6494
4199,1702,4228,1731
13613,11196,13642,11225
14490,13090,14519,13119
3414,487,3443,516
1309,15308,1338,15337
6324,2943,6353,2972
1602,4876,1631,4905
23,8070,52,8099
6848,15290,6877,15319
14872,1610,14901,1639
3999,3040,4028,3069
14716,1089,14745,1118
474,1493,503,1522
867,9247,896,9276
4184,810,4213,839
4488,11003,4517,11032
14835,5015,14864,5044
4568,7624,4597,7653
2057,666,2086,695
10209,3314,10238,3343
2917,8432,2946,8461
11783,9452,11812,9481
4096,1302,4125,1331
4650,10805,4679,10834
10965,16257,10994,16286
10572,9499,10601,9528
14180,6949,14209,6978
14104,15078,14133,15107
8424,2862,8453,2891
11134,1614,11163,1643
16163,12112,16192,12141
7232,9641,7261,9670
12304,3211,12333,3240
4938,7775,4967,7804
5761,9157,5790,9186
11786,10679,11815,10708
2215,14171,2244,14200
7688,7322,7717,7351
14309,15998,14338,16027
7343,12996,7372,13025
11489,3541,11518,3570
2801,731,2830,760
3156,8635,3185,8664
166,15671,195,15700
1418,30,1447,59
9568,9408,9597,9437
11180,15351,11209,15380
4294,8346,4323,8375
3165,8180,3194,8209
4836,4505,4865,4534
4032,3414,4061,3443
4922,2626,4951,2655
8568,3113,8597,3142
6633,15347,6662,15376
10216,6615,10245,6644
10481,13878,10510,13907
15594,11832,15623,11861
3343,7,3372,36
3144,11216,3173,11245
8790,14457,8819,14486
11099,10504,11128,10533
8965,15130,8994,15159
74,2232,103,2261
2209,11895,2238,11924
730,3345,759,3374
2842,7009,2871,7038
12237,1565,12266,1594
2182,14885,2211,14914
10482,4401,10511,4430
7359,438,7388,467
8358,6872,8387,6901
5645,3366,5674,3395
5163,2139,5192,2168
3177,7491,3206,7520
12644,8089,12673,8118
5795,2241,5824,2270
12822,2782,12851,2811
16197,5437,16226,5466
14216,6440,14245,6469
1139,1409,1168,1438
754,5933,783,5962
11204,15334,11233,15363
14953,3633,14982,3662
5502,1105,5531,1134
16071,464,16100,493
13177,15088,13206,15117
7479,2030,7508,2059
9752,12878,9781,12907
8464,11251,8493,11280
5956,10385,5985,10414
13344,14632,13373,14661
6180,7868,6209,7896
8163,9530,8192,9559
15864,13884,15893,13913
10593,3078,10622,3107
10105,14982,10134,15011
1521,13762,1550,13791
9485,15812,9514,15841
13121,7853,13150,7878
10725,10756,10754,10785
13463,9336,13492,9365
5776,4001,5805,4030
10699,13206,10728,13235
8680,6297,8709,6326
2772,4519,2801,4548
13641,4023,13670,4052
564,7599,593,7628
4451,3671,4480,3700
12076,5110,12105,5139
13813,8069,13842,8098
2214,9422,2243,9451
9047,16035,9076,16064
6940,5944,6969,5973
414,4524,443,4553
10138,9192,10167,9221
4743,9640,4772,9669
8699,675,8728,704
13464,4812,13493,4841
5364,1905,5393,1934
3448,6593,3477,6622
9241,15214,9270,15243
16206,4539,16235,4565
8893,14266,8922,14295
14727,3354,14756,3383
3248,2442,3277,2471
8792,2386,8821,2415
5894,9836,5923,9865
208,14222,237,14251
10249,3093,10278,3122
4499,4810,4528,4839
15693,5739,15722,5768
13365,4269,13394,4298
14614,8594,14643,8623
16142,7833,16171,7862
12889,6744,12918,6773
1827,10328,1856,10357
8715,16332,8744,16361
585,3876,614,3905
3919,2531,3948,2560
1405,15975,1434,16004
1413,2688,1442,2717
9188,9070,9217,9099
7194,16049,7223,16078
447,4795,476,4824
14080,8483,14109,8512
9816,3289,9845,3318
3606,14304,3635,14333
1186,5396,1215,5425
16143,2163,16172,2192
965,349,994,378
5026,11405,5055,11434
8161,11887,8190,11916
12972,13465,13001,13494
9242,13516,9271,13545
10378,33,10407,62
9503,6912,9532,6941
11768,7936,11797,7965
2414,6839,2443,6868
4507,14845,4536,14874
10456,14929,10485,14958
8523,5757,8552,5786
15656,10282,15685,10311
4442,4044,4471,4073
6033,11832,6062,11861
10777,3904,10806,3933
2353,12886,2382,12915
2993,8091,3022,8120
10591,1052,10620,1081
4415,12271,4444,12300
9173,6252,9202,6281
5917,7678,5946,7707
14072,10962,14101,10991
11514,8149,11543,8178
1690,775,1719,804
6613,13662,6642,13691
8771,2058,8800,2087
11020,217,11049,246
4919,5199,4948,5228
15502,9792,15531,9821
7811,1254,7840,1283
6798,12658,6827,12687
9978,7690,10007,7719
6846,6879,6875,6908
5890,9048,5919,9077
6640,7845,6669,7874
16251,14158,16280,14187
7213,13587,7242,13616
6768,4957,6797,4986
5386,5817,5415,5846
560,2994,589,3023
14046,14796,14075,14825
9395,14508,9424,14537
9428,2013,9457,2042
6568,2757,6597,2786
7380,12219,7409,12248
5978,11112,6007,11141
8654,14816,8683,14845
8785,10866,8814,10895
5361,7298,5390,7327
5926,13690,5955,13719
7082,9723,7111,9752
5205,14132,5234,14161
15274,7479,15303,7508
13881,3276,13910,3305
12846,5658,12875,5687
14078,9017,14107,9046
6432,10650,6461,10679
3863,3637,3892,3666
531,5400,560,5429
14913,10444,14942,10473
12804,1803,12833,1832
4305,15729,4334,15758
5034,8809,5063,8838
9411,3223,9440,3252
1101,10186,1130,10215
15188,11593,15217,11622
9572,5522,9601,5551
14815,8456,14844,8485
11321,12632,11350,12661
15177,15015,15206,15044
6167,13973,6196,14002
8006,906,8035,935
5170,13839,5199,13868
11047,5063,11076,5092
9108,8807,9137,8836
738,3571,767,3600
7738,6861,7767,6890
4495,15077,4524,15106
6179,7443,6208,7472
6233,3437,6262,3466
15078,9045,15107,9074
9160,1993,9189,2022
4759,12900,4788,12929
8002,5371,8031,5400
3440,15929,3469,15958
9574,1513,9603,1542
14033,14014,14062,14043
4986,8211,5015,8240
13270,4105,13299,4134
14862,14705,14891,14734
3447,5316,3476,5345
7411,15216,7440,15245
5875,8915,5904,8944
6289,725,6318,754
12274,1111,12303,1140
4011,14183,4040,14212
5808,11362,5837,11391
9148,2486,9177,2515
10193,15871,10222,15900
9777,1834,9806,1863
7532,13613,7561,13642
5510,9847,5539,9876
12313,10978,12342,11007
12898,6857,12927,6886
4197,3990,4226,4019
4837,14114,4866,14143
14855,4227,14884,4256
2270,15856,2299,15885
2909,9283,2938,9312
2784,10803,2813,10832
14569,3430,14598,3459
4316,13481,4345,13510
9305,460,9334,489
5330,3992,5359,4021
3366,1995,3395,2023
3233,16251,3262,16280
15995,2872,16024,2901
6175,13711,6204,13740
7647,8588,7676,8617
3828,10268,3857,10297
8203,8467,8232,8496
15497,13662,15526,13691
5424,11823,5453,11852
16140,13833,16169,13862
3586,10773,3615,10802
10452,16143,10481,16172
8182,6283,8211,6312
4082,7545,4111,7574
5276,4708,5305,4737
3873,2817,3902,2846
5793,1256,5822,1285
1636,15023,1665,15052
6022,13486,6051,13515
5999,16198,6028,16227
12974,14566,13003,14595
5763,9286,5792,9315
15009,7974,15038,8003
13977,10539,14006,10568
12105,5807,12134,5836
9618,6858,9647,6887
3345,11554,3374,11583
6936,6589,6965,6618
9265,12278,9294,12307
7723,42,7752,71
2437,11268,2466,11297
405,685,434,714
5635,11038,5664,11067
15913,14777,15942,14806
16146,11417,16175,11446
663,1064,692,1093
9121,15241,9150,15270
8353,16119,8382,16148
3479,3065,3508,3094
12200,8051,12229,8080
9075,1450,9104,1479
13544,691,13573,720
14277,2557,14306,2586
965,10305,994,10334
6944,3027,6973,3056
14580,6406,14609,6435
15887,4018,15916,4047
12965,14755,12994,14784
3716,4023,3745,4052
6985,2216,7014,2245
4923,2272,4952,2301
16252,3210,16281,3239
14811,7630,14840,7659
1873,13312,1902,13341
14344,2863,14373,2892
9857,10063,9886,10092
12460,6189,12489,6218
15734,12329,15763,12358
7585,1372,7614,1401
8048,16120,8077,16149
13904,3778,13933,3807
13977,14569,14006,14598
12646,5083,12675,5112
14856,2658,14885,2687
9480,11547,9509,11576
13397,8903,13426,8932
15881,10540,15910,10569
1221,14667,1250,14696
380,223,409,252
4357,11554,4386,11583
8445,11278,8474,11307
1000,10454,1029,10483
1020,14741,1046,14767
8783,2924,8812,2953
3786,8050,3815,8079
11763,15683,11792,15712
14207,1972,14236,2001
11861,5529,11890,5558
7916,5375,7945,5404
2139,2249,2168,2278
12162,1323,12191,1352
2586,13506,2615,13535
5922,14642,5951,14671
2613,9272,2642,9301
10609,11565,10638,11592
9875,10655,9904,10684
4686,12206,4715,12235
7428,8944,7457,8973
14996,16131,15025,16160
15860,5548,15889,5577
11156,5166,11185,5195
6455,8633,6484,8662
2283,15450,2312,15479
15918,2656,15947,2685
7107,6639,7136,6668
9767,14850,9796,14879
8652,8868,8681,8897
13222,14706,13251,14735
148,8745,177,8774
6706,11282,6735,11311
15204,8200,15233,8229
1040,4746,1069,4775
613,1448,642,1477
6881,5862,6910,5891
9957,2544,9986,2573
10377,13880,10406,13909
1043,14855,1072,14884
16044,16084,16073,16113
10704,2320,10733,2349
12540,6643,12569,6672
10962,6544,10991,6573
13104,6150,13133,6179
492,694,521,723
15600,14194,15629,14223
3126,11194,3155,11223
9123,1382,9152,1411
4551,5473,4580,5502
1937,3703,1966,3732
7353,12474,7382,12503
13578,10205,13607,10234
13887,3055,13916,3084
3602,13197,3631,13226
12323,15042,12352,15071
13453,10748,13482,10777
12951,11100,12980,11129
12370,2430,12399,2459
13284,13907,13313,13936
12820,7711,12849,7740
9831,15818,9860,15847
11403,11225,11432,11254
14744,8281,14773,8310
6802,1286,6831,1315
10832,4250,10861,4279
12216,3560,12245,3589
4574,324,4603,353
6898,3374,6927,3403
12482,4408,12511,4437
14391,12893,14420,12922
5165,14543,5194,14572
1077,6782,1106,6811
12159,2049,12188,2078
13352,8983,13381,9012
8306,6494,8335,6523
5519,5380,5548,5409
2196,7714,2225,7743
7013,16097,7042,16126
15557,2546,15586,2575
9123,7478,9152,7507
6240,8140,6269,8169
10085,1127,10114,1156
1963,9412,1992,9441
5217,4437,5246,4466
